month,day,year,event
7,29,1914,"At 1:00 am the Kaiser and Czar Nicholas II begin the famous Willy-Nilly correspondence via telegram.
The Czar orders mobilization of four military districts: Moscow, Kiev, Odessa, and Kazan. 
Germany demands that Russia demobilize at once. 
The Kaiser wires Saint Petersburg pleading for restraint since he is currently urging Austria to back off. 
The Czar calls off mobilization, for the moment. The Russians decide on only partial mobilization and only against Austria, not Germany. 
Austrian Ambassador, Count Szapary, urges Russian Foreign Minister Sazonov to call off Russian mobilization. During the meeting Sazonov is informed that Austrian monitors are shelling Belgrade from the Danube. The meeting ends in a shouting match and Szapary walks out. 
In London, Grey warns German Ambassador Lichownowsky that British neutrality cannot be counted on."
7,30,1914,"USS Mississippi BB-23 and USS Idaho BB-24 are sold to Greece after proving to be dissapointments. An attempt to economize, their small size and other design compromises made them poor at steering, stability and sea keeping."
7,30,1914,"Just past midnight, Bethmann-Hollweg, worried about the true extent of the crisis, summons British Ambassador Edward Goschen in order to strike a bargain. Would Britain stay out if Germany's war with France placed no territorial demands on France or Belgium? The same could not be promised for the French colonies. Goschen discussed this offer with Grey who regarded it as a ""disgrace."" The answer was no. 
Jagow warns Grey that if Germany mobilizes, France, current threat or not, would be attacked per Germany's war plan. 
At 5:00 pm Austrian Emperor Franz Josef declares full mobilization. 
Bethmann-Hollweg wires his Ambassador in Vienna, Tschirschky, that the Austrians must be made to negotiate some sort of settlement. Occupation of Belgrade would be preferable to war. The Chancellor is convinced that Britain will come in against Germany. 
In a final attempt to avert war, Bethmann-Hollweg goes against earlier German advice and wires Berchtold that he should accept the British offer of mediation. Berchtold declines. 
The Czar changes his mind for the third time: Russia proclaims general mobilization. "
7,31,1914,"Triggered by the Russian general mobilization, at 11:55 am Germany declares Kriegsgefahr Zustand. Danger of war - a state of pre-mobilization. 
Germany issues an ultimatum to Russia: demobilize fully within 12 hours or Germany would begin mobilization and declare war on Russia. 
Germany issues an ultimatum to France: declare neutrality within 18 hours and hand over the frontier forts at Liege and Namur in a show of good faith. 
At 5:15 pm the French cabinet authorizes full mobilization."
8,1,1914,"In light of Russia failing to meet the terms of the demobilization ultimatum, Germany mobilizes and declares war on Russia."
8,2,1914,"Germans request free passage through Belgium. 
Germany and Turkey sign a secret treaty of alliance.
Italy declares neutrality. "
8,3,1914,"Germany declares war on France. 
The Belgians refuse the German army passage through their country."
8,4,1914,"The German army violates Belgian neutrality as the Schlieffen Plan is put into motion. The invasion of France is on. 
The British issue an ultimatum to Germany: withdraw all troops from Belgian soil by midnight or a state of war will exist between the two countries. 
The British Ambassador, Sir Edward Goschen, calls on Bethmann-Hollweg for the final time. The Chancellor tells the ambassador: ""just for a scrap of paper Great Britain was going to make war on a kindred nation who desired nothing better than to be friends with her."" 
Germany never responds to the the British ultimatum."
8,26,1914,Passenger liner SS Kaiser Wilhelm der Grosse scuttled in battle.
9,8,1914,HMS Oceanic ran aground off the Shetland Islands and was abandoned. Two weeks later it broke up in a storm.
9,14,1914,"WCF&N: Service extended to Cedar Rapids, Iowa."
xx,xx,1914,New Columbus city charter eliminates the ward system.
xx,xx,1914,"OSU: Lazenby Hall, 1827 Neil Ave., opens. Horticulture and Forestry Building."
xx,xx,1914,"The Ohio State University acquires the Starling Medical College, moving it to the area around 12th Ave.."
xx,xx,1914,Bethel A.M.E. congregation changes its name and builds St. John's A.M.E. Church at 682 E. Plymouth St. The congregation stays there until 2003.
xx,xx,1914,The Brunt Tile and Porcelain Company takes over the Columbus Pottery Building at the eastern end of the Chaseland subdivision southeast of Worthington. C. A. Van Brunt?
1,12,1915,Francis Ehrig Patty born.
1,17,1915,"Cleveland's baseball team is renamed from the ""Naps"" to the ""Indians""."
1,25,1915,"First transcontinental telephone service innaugurated with a ceremonial first call on from four locations: New York City, San Francisco, the White House in Washington, D.C., and Jekyll Island, Ga., where AT&T President Theodore Vail is at the time. Service is available to all telephone customers, but at an initial price of $20.70 for the first three minutes between New York and San Francisco, volume is low."
4,5,1915,"Jess Willard knocked out Jack Johnson in the 26th round to win the heavyweight boxing championship held in Havana, Cuba."
5,7,1915,The RMS Lusitania is sunk
5,19,1915,George B. Patty born in Kansas.
7,7,1915,"Deadly Cincinnati winds: Severe thunderstorm winds collapsed houses and apartments, killed 38."
xx,xx,1915,Chimes are dedicated in Orton Hall at The Ohio State University
xx,xx,1915,Western Pacific Acquires the Boca and Loyalton.
6,6,1916,"Yuan Shikai dies in China, causing a power vacuum in the Republic government and leading to a period of chaotic warlord rule in China."
7,xx,1916,"Three thousand national guard troops camp out in Upper Arlington, destroying nearly everything that had been built since 1913."
xx,xx,1916,Columbus reorganizes a local chapter of the Red Cross.
xx,xx,1916,The Deshler Hotel at 9 N. High St. is built. Twelve stories.
xx,xx,1916,"OSU: Campbell Hall, 1787 Neil Ave., opens. ""The Home Economics Building"""
xx,xx,1916,Charles Evans Hughes resigned from the Supreme Court to run for president against Woodrow Wilson.
xx,xx,1916,"Columbus Union Depot handles the most trains in its history, 160 per day."
xx,xx,1916,"New Orleans, Texas & Mexico gains control of the New Iberia & Northern."
xx,xx,1916,"The Pennsylvania Railroad outshops its first I1 class, #790 at Juniata."
xx,xx,1916,"The Scioto Valley Traction Company adds electric utility service. Distribution lines were installed in rural areas and Canal Winchester, Groveport, Carrol and Lockbourne."
xx,xx,1916,A new Worthington High School designed by architect Frank Packard is built on the school farm lot. The building is now unoccupied and awaiting renovation into an arts complex.
xx,xx,1916,"Dr. George T. Harding opens a rest home for women on E. 18th Ave., the forerunner of Harding Hospital."
xx,xx,1916,High Street is paved and a sewage system is installed.
xx,xx,1916,Worthington Fire Department is officially organized.
xx,xx,1916,Worthington Presbyterian Church celebrates its centennial.
xx,xx,1916,"AEP: A 33,000 volt transmission line is installed across the Ohio River at Wheeling. It is designed with 6 wires to withstand 1"" of ice and 100 mph winds."
4,6,1917,Passenger liner SS Kaiser Wilhelm II is seized by the United States and renamed USS Agamemnon.
4,6,1917,Passenger liner SS Kronprinz Wilhelm seized by the United States and renamed USS Von Steuben.
4,6,1917,The United States declares war on Germany
4,9,1917,The S.S. Vaterland becomes the U.S.S. Leviathan
5,12,1917,"Ohio State's School of Aeronautics opened May 21, 1917, when the first ""squadron"" or group of 16 cadets reported. At the end of the first two weeks of intensive military training, the squadron undertook five weeks of theoretical and technical instruction in military aeronautics, consisting of signaling, gunnery, airplanes, engines and aerial observation."
5,18,1917,Selective Service Act passed by Congress.
5,26,1917,"Mattoon, Ill.: tornado smashed area, causing 101 deaths."
5,xx,1917,Eddie Rickenbacker enlists in the U.S. Army.
6,5,1917,"On ""Call to the Colors Day"" every church, school, fire, farm and engine bell, along with automobile horns and factory whistles are to be blown for five minutes at 7 a.m. to encourage young men to register for the draft. Seven men from Worthington volunteer for the army."
6,25,1917,United States troops arrive in France
7,3,1917,"Letters Patent 1,232,354 issued to John E. Mair, assignor to The Brunt Tile & Porcelain Company, Columbus, OH for an electrical insulator."
7,16,1917,Ohio State's School of Aeronautics first pilot squadron graduated.
7,27,1917,"Henry Ford incorporated his private company, Henry Ford and Son Inc, to mass-produce Fordson tractors, the first affordable tractor for the average farmer."
7,28,1917,Passenger liner SS Kronprinzessin Cecilie is seized by the United States and renamed the USS Mt. Vernon.
9,4,1917,Henry Ford II is born.
xx,xx,1917,Worthington Sunday School classes converge on the public square for a flag raising ceremony commemorating the installation of a flag pole.
xx,xx,1917,"The former George Stoner inn at 133 S. State St., a stop on the Underground Railroad from 1852-1863, becomes home to the prohibitionist American Issue Publishing Co."
xx,xx,1917,"The Columbus, Delaware and Marion allows Worthington to tap its line to provide electric current to local residents."
xx,xx,1917,Addition to St. John's Episcopal Church building in Worthington completed.
xx,xx,1917,"AEP: The 180 MW Windsor Power Plant with 9, 30 MW units opens in the West Virginia panhandle. It was the first large steam plant built many miles from it's main source of demand in Canton, which it connected to via a 55 mile, 138,000 volt transmission line. It had the highest steam temperature and pressure of any plant in the world."
1,5,1918,St. John's Episcopal Church hosts celebration of the centennial of the founding of the Diocese of Ohio.
1,12,1918,"Temperatures of -10 to -15 with 40-60 mph winds, wind chills -80 degrees, 10-15 inches of snow with drifts over houses."
